Anogam|LOC5667060	XP_001688001.2	100	LOC5667060	uncharacterized LOC5667060
Anoste|protein1957	XP_035915642.1	53.3	LOC118513652	uncharacterized LOC118513652
Anogam|LOC133391469	XP_061501976.1	100	LOC133391457	uncharacterized LOC133391457
Anogam|LOC1269722	XP_061502841.1	100	LOC1269722	phospholipid-transporting ATPase ABCA3
Anoste|protein15559	XP_035899912.1	100	LOC118506638	aminopeptidase N-like
Anoalb|LOC118460941	XP_035781601.1	100	LOC118460941	ice-structuring glycoprotein-like
Anoalb|LOC118457637	XP_035775264.1	100	LOC118457637	uncharacterized LOC118457637
Anofun|LOC125767646	XP_049290401.1	100	LOC125767646	uncharacterized LOC125767646
Anoste|protein15140	XP_035895623.1	100	LOC118504783	vitellogenin-A1-like
Anoalb|LOC118467785	XP_035794521.1	100	LOC118467785	zinc finger protein Xfin-like
Anogam|LOC133392659	XP_061508976.1	100	LOC133392659	GDNF-inducible zinc finger protein 1-like
Anofun|LOC125774931	XP_049301259.1	100	LOC125774931	uncharacterized LOC125774931
Anoalb|LOC118464985	XP_035788716.1	100	LOC118464985	trypsin alpha-like
Anogam|LOC1280202	XP_061509031.1	100	LOC1280202	zwei Ig domain protein zig-8
Anoste|protein18706	XP_035919661.1	99.7	LOC118517534	opsin-1-like
Anofun|LOC125767172	XP_049289442.1	100	LOC125767172	uncharacterized LOC125767172
Anoalb|LOC118467556	XP_035794078.1	100	LOC118467556	uncharacterized LOC118467556
Anoara|LOC120895131	XP_040154129.1	100	LOC120895131	protein artichoke-like
Anogam|LOC1280155	XP_319968.4	100	LOC1280155	uncharacterized LOC1280155
Anoalb|LOC118464533	XP_035787863.1	100	LOC118464533	uncharacterized LOC118464533
Anoara|LOC120895066	XP_040154016.1	100	LOC120895066	uncharacterized LOC120895066
Anoste|protein6516	XP_035907237.1	80.9	LOC118509966	uncharacterized LOC118509966
Anofun|LOC125769534	XP_049294224.1	100	LOC125769534	oocyte zinc finger protein XlCOF6-like
Anofun|LOC125766947	XP_049289013.1	100	LOC125766947	uncharacterized LOC125766947
Anoste|protein13514	XP_035903051.1	100	LOC118507903	odorant receptor Or2-like
Anoste|protein3434	XP_035916815.1	100	LOC118514224	heat shock protein 83-like
Anoara|LOC120896588	XP_040156736.1	100	LOC120896588	Krueppel-like factor luna
Anogam|LOC5667341	XP_001688707.2	100	LOC5667341	brachyurin
Anofun|LOC125769550	XP_049294240.1	100	LOC125769550	titin-like
Anoalb|LOC118460123	XP_035780055.1	100	LOC118460123	uncharacterized LOC118460123
Anoalb|LOC118462777	XP_035784643.1	100	LOC118462777	caspase-1-like
Anoalb|LOC118468170	XP_035787830.1	100	LOC118464502	uncharacterized LOC118464502
Anogam|LOC11176035	XP_003436265.2	100	LOC11176035	uncharacterized LOC11176035
Anofun|LOC125765851	XP_049287296.1	100	LOC125765851	uncharacterized LOC125765851
Anoste|protein10036	XP_035916581.1	100	LOC118514112	inactive hydroxysteroid dehydrogenase-like protein 1
Anoara|LOC120894403	XP_040152883.1	100	LOC120894403	RNA polymerase-associated protein LEO1-like
Anoara|LOC120908295	XP_040175143.1	100	LOC120908295	uncharacterized LOC120908295
Anoara|LOC120901202	XP_040164843.1	100	LOC120901202	uncharacterized LOC120901202
Anogam|LOC133391865	XP_061504412.1	100	LOC133391863	uncharacterized protein K02A2.6-like
Anoste|protein602	XP_035917915.1	100	LOC118515415	uncharacterized LOC118515415
Anofun|LOC125769556	XP_049294245.1	100	LOC125769556	mucin-6-like
Anoste|protein3855	XP_035907569.1	100	LOC118510163	uncharacterized LOC118510163
Anogam|LOC133393332	XP_061513871.1	100	LOC133393332	vitamin K-dependent protein C-like
Anogam|LOC3289806	XP_061499828.1	100	LOC3289806	protein toll
Anofun|LOC125772258	XP_049278993.1	100	LOC125761681	uncharacterized LOC125761681
Anofun|LOC125762829	XP_049281311.1	100	LOC125762829	uncharacterized LOC125762829
Anofun|LOC125769445	XP_049294136.1	100	LOC125769445	uncharacterized LOC125769445
Anoara|LOC120906226	XP_040173674.1	99.8	LOC120906226	uncharacterized LOC120906226
Anoalb|LOC118464558	XP_035787890.1	100	LOC118464558	uncharacterized LOC118464558
Anoalb|LOC118464605	XP_035787942.1	100	LOC118464605	probable chitinase 10
Anofun|LOC125766920	XP_049288974.1	100	LOC125766920	uncharacterized LOC125766920
Anofun|LOC125765988	XP_049287553.1	100	LOC125765988	barH-like 1 homeobox protein
Anoste|protein551	XP_035918491.1	100	LOC118516621	uncharacterized LOC118516621
Anofun|LOC125761643	XP_049278926.1	100	LOC125761643	neuronal acetylcholine receptor subunit non-alpha-3-like
Anogam|LOC133393416	XP_061514365.1	100	LOC133393416	uncharacterized LOC133393416
Anoara|LOC120898490	XP_040160350.1	100	barc	RRM1_TatSF1_like and RRM2_TatSF1_like domain-containing protein barc
Anoara|LOC120897865	XP_040158938.1	100	LOC120897865	gamma-gliadin-like
Anoara|LOC120901156	XP_040164800.1	100	LOC120901156	uncharacterized LOC120901156
Anoste|protein356	XP_035894646.1	100	LOC118504357	polyadenylate-binding protein 7-like
Anofun|LOC125774944	XP_049301274.1	100	LOC125774944	uncharacterized LOC125774944
Anogam|LOC133391236	XP_061499359.1	100	LOC133391236	uncharacterized LOC133391236
Anoste|protein9404	XP_040241036.2	47.9	LOC120961389	insulin-like growth factor-binding protein complex acid labile subunit
Anoste|protein17182	XP_035890591.1	100	LOC118502467	uncharacterized LOC118502467
Anogam|LOC1270335	XP_309020.4	100	LOC1270335	uncharacterized LOC1270335
Anogam|LOC1270350	XP_309036.2	100	LOC1270350	transmembrane protease serine 9
Anofun|LOC125769567	XP_049294256.1	100	LOC125769567	uncharacterized LOC125769567
Anoste|protein16609	XP_050078391.1	65.4	LOC126565267	uncharacterized LOC126565267
Anoara|LOC120904987	XP_061516344.1	96.7	LOC1278102	uncharacterized LOC1278102
Anoste|protein16089	XP_035894683.1	92.9	LOC118504380	zinc finger MYND domain-containing protein 11
Anogam|LOC133392766	XP_061509934.1	100	LOC133392766	uncharacterized LOC133392766
Anogam|LOC133392091	XP_049463008.1	100	LOC120950187	uncharacterized LOC120950187
Anogam|LOC11175956	XP_003436057.2	100	pain	transient receptor potential cation channel family member painless
Anogam|LOC4576953	XP_001237493.4	100	LOC4576953	uncharacterized LOC4576953
Anofun|LOC125774948	XP_049301278.1	100	LOC125774948	zinc metalloproteinase nas-36-like
Anoalb|LOC118459436	XP_035778677.1	100	LOC118459436	uncharacterized LOC118459436
Anoste|protein8307	XP_035912920.1	100	LOC118512510	endochitinase-like
Anoara|LOC120899797	XP_040161956.1	100	LOC120899797	uncharacterized LOC120899797
Anoalb|LOC118467938	XP_035794800.1	100	LOC118467938	uncharacterized LOC118467938
Anogam|LOC1276930	XP_061503631.1	100	LOC1276930	27 kDa glycoprotein
Anoste|protein3638	XP_035917487.1	100	LOC118514597	chymotrypsin-1-like
Anoara|LOC120897042	XP_040157583.1	100	LOC120897042	uncharacterized LOC120897042
Anoste|protein12917	XP_035901754.1	94.3	LOC118507403	SET and MYND domain-containing protein 4-like
Anofun|LOC125768159	XP_049291417.1	100	LOC125768159	uncharacterized protein K02A2.6-like
Anogam|LOC1277180	XP_316624.4	100	LOC1277180	pro-resilin
Anofun|LOC125769504	XP_049294194.1	100	LOC125769504	uncharacterized LOC125769504
Anoara|LOC120901152	XP_040164796.1	100	LOC120901152	peroxidase-like
Anogam|LOC1274902	XP_314095.3	100	LOC1274902	chymotrypsin-2-like
Anoara|LOC120894334	XP_040152793.1	99.9	LOC120894334	uncharacterized LOC120894334
Anoara|LOC120898564	XP_040160534.1	100	LOC120898564	probable cytochrome P450 305a1
Anofun|LOC125769104	XP_049293527.1	100	LOC125769104	proton-coupled amino acid transporter-like protein pathetic
Anoara|LOC120894807	XP_040153572.1	100	LOC120894807	uncharacterized LOC120894807
Anoste|protein5119	XP_058178524.1	56.9	LOC131294494	uncharacterized LOC131294494
Anoara|LOC120905062	XP_040171663.1	100	LOC120905062	uncharacterized LOC120905062
Anogam|LOC1272420	XP_061508961.1	100	LOC1272420	tRNA dimethylallyltransferase
Anoalb|LOC118461245	XP_035782255.1	100	LOC118461245	sin3 histone deacetylase corepressor complex component SDS3-like
Anofun|LOC125761244	XP_049278148.1	100	LOC125761244	NPC intracellular cholesterol transporter 2 homolog a-like
Anogam|LOC1274121	XP_061504375.1	100	LOC1274121	uncharacterized LOC1274121
Anoalb|LOC118468890	XP_035796076.1	100	LOC118468890	uncharacterized LOC118468890
Anoara|LOC120905171	XP_040171954.1	100	LOC120905171	uncharacterized LOC120905171
Anoara|LOC120905158	XP_040171919.1	100	LOC120905158	uncharacterized LOC120905158
Anoste|protein9920	XP_035916404.1	99.7	LOC118514035	sodium-coupled monocarboxylate transporter 1-like
Anogam|LOC3291966	XP_061515073.1	100	LOC3291966	1-acyl-sn-glycerol-3-phosphate acyltransferase alpha
Anoste|protein10011	XP_035916561.1	84.6	LOC118514102	serine protease inhibitor Kazal-type 1-like
Anoste|protein12186	XP_035900965.1	99.5	LOC118507085	uncharacterized LOC118507085
Anoste|protein11235	XP_035893780.1	99.4	LOC118503968	ATP synthase subunit beta, mitochondrial-like
Anogam|LOC1280689	XP_061511919.1	100	LOC1280689	uncharacterized LOC1280689
Anoalb|LOC118462754	XP_035784610.1	100	LOC118462754	oxidative stress-induced growth inhibitor 2-like
Anofun|LOC125768646	XP_049292585.1	100	LOC125768646	sterol O-acyltransferase 2-like
Anofun|LOC125775162	XP_049301665.1	100	LOC125775162	uncharacterized LOC125775162
Anoste|protein13051	XP_050079546.1	78.6	LOC126567365	uncharacterized LOC126567365
Anogam|LOC133395090	XP_061519767.1	100	LOC133395090	uncharacterized LOC133395090
Anoste|protein5483	XP_035906762.1	100	LOC118509739	chymotrypsin-C-like
Anogam|LOC3291763	XP_061513447.1	100	LOC3291763	uncharacterized LOC3291763
Anofun|LOC125770898	XP_049296919.1	100	LOC125770898	microfibril-associated glycoprotein 4-like
Anoara|LOC120906163	XP_040173584.1	100	LOC120906163	serine/threonine-protein kinase nak1
Anoste|protein1951	XP_040151292.1	46.2	LOC120893452	putative cyclin-dependent serine/threonine-protein kinase DDB_G0272797/DDB_G0274007
Anoste|protein18313	XP_055585526.1	49.0	LOC129738368	uncharacterized LOC129738368
Anogam|LOC133391455	XP_061501967.1	100	LOC133391455	uncharacterized protein K02A2.6-like
Anofun|LOC125761198	XP_049278073.1	100	LOC125761198	cytochrome P450 4d1-like
Anofun|LOC125767054	XP_049289256.1	100	LOC125767054	phenoloxidase-activating factor 2-like
Anoalb|LOC118464953	XP_035788635.1	100	LOC118464953	retinaldehyde-binding protein 1-like
Anoste|protein18640	XP_001652144.1	100	LOC5568211	tubulin alpha-1 chain
Anogam|LOC4577657	XP_061512609.1	100	LOC4577657	pickpocket protein 28
Anogam|LOC5666907	XP_061496525.1	100	LOC5666907	uncharacterized LOC5666907
Anoalb|LOC118464329	XP_035787538.1	100	LOC118464329	uncharacterized LOC118464329
Anogam|LOC1277701	XP_061512249.1	100	LOC1277701	37 kDa salivary gland allergen Aed a 2
Anogam|LOC1276436	XP_061496507.1	100	Hexa	Hexamerin-1.1
Anoara|LOC120894469	XP_040153005.1	100	LOC120894469	uncharacterized LOC120894469
Anogam|LOC1277512	XP_040165772.1	100	LOC120901692	fatty acid synthase-like
Anoste|protein13257	XP_035920009.1	100	LOC118517693	uncharacterized LOC118517693
Anoste|protein18158	XP_050072191.1	80.6	LOC126560072	uncharacterized LOC126560072
Anofun|LOC125772307	XP_049299831.1	100	LOC125772307	uncharacterized LOC125772307
Anoste|protein8319	XP_035912957.1	100	LOC118512522	4-coumarate--CoA ligase-like 7
Anoste|protein3730	XP_035909991.1	100	LOC118511249	leucine-rich repeat extensin-like protein 5
Anoalb|LOC118460636	XP_035780982.1	100	LOC118460636	transmembrane protease serine 9-like
Anoalb|LOC118458006	XP_035775989.1	100	LOC118458006	monocarboxylate transporter 12-like
Anofun|LOC125772018	XP_049284218.1	70.4	LOC125764228	uncharacterized LOC125764228
Anoste|protein2096	XP_050076036.1	91.3	LOC126563434	uncharacterized LOC126563434
Anoste|protein18714	XP_035919651.1	99.7	LOC118517526	uncharacterized LOC118517526
Anoalb|LOC118458155	XP_035776243.1	100	LOC118458155	uncharacterized LOC118458155
Anogam|LOC11175564	XP_003436153.2	100	LOC11175564	uncharacterized LOC11175564
Anogam|LOC1281406	XP_003435926.2	100	LOC1281406	uncharacterized LOC1281406
Anoste|protein14970	XP_035891517.1	100	LOC118502902	uncharacterized LOC118502902
Anoara|LOC120901708	XP_040165789.1	100	LOC120901708	uncharacterized LOC120901708
Anogam|LOC133395063	XP_061519297.1	100	LOC133395063	splicing factor 3B subunit 1-like
Anofun|LOC125769869	XP_049294775.1	100	LOC125769869	alkaline phosphatase-like
Anofun|LOC125768261	XP_049291618.1	100	nocte	no circadian temperature entrainment
Anoste|protein5264	XP_035906089.1	100	LOC118509510	peptidoglycan-recognition protein SC2-like
Anogam|LOC1276289	XP_040154965.1	100	LOC120895545	zinc finger protein 706-like
Anoste|protein2638	XP_035907764.1	100	LOC118510270	uncharacterized LOC118510270
Anoalb|LOC118467883	XP_035794688.1	100	LOC118467883	C-type lectin 37Db-like
Anoste|protein4463	XP_035914756.1	100	LOC118513290	cuticle protein CP14.6-like
Anoste|protein2204	XP_035912030.1	100	LOC118512132	protein G12-like
Anoste|protein5514	XP_035906683.1	99.8	LOC118509709	transcription factor Adf-1-like
Anogam|LOC1272165	XP_311044.4	100	LOC1272165	uncharacterized LOC1272165
Anofun|LOC125775025	XP_049301386.1	100	LOC125775025	uncharacterized LOC125775025
Anofun|LOC125774510	XP_049300628.1	100	LOC125774510	uncharacterized LOC125774510
Anofun|LOC125763968	XP_049283676.1	100	LOC125763968	uncharacterized LOC125763968
Anoste|protein16119	XP_052567543.1	48.3	LOC120430925	uncharacterized LOC120430925
Anofun|LOC125763713	XP_049283069.1	100	LOC125763713	cytochrome P450 6a8-like
Anoste|protein12977	XP_050079555.1	64.4	LOC126567373	uncharacterized LOC126567373
Anogam|LOC3290854	XP_559998.4	100	LOC3290854	lipase 3
Anoara|LOC120898007	XP_040159220.1	100	LOC120898007	uncharacterized LOC120898007
Anoste|protein4682	XP_035910263.1	100	LOC118511376	ribosome biogenesis protein BOP1 homolog
Anoste|protein11409	XP_035894013.1	100	LOC118504072	sodium-dependent nutrient amino acid transporter 1-like
Anoalb|LOC118463311	XP_035785688.1	100	LOC118463311	chymotrypsin-2-like
Anoalb|LOC118462055	XP_035783934.1	100	Trf2	TATA box binding protein-related factor 2
Anoalb|LOC118457888	XP_035775715.1	100	LOC118457888	37 kDa salivary gland allergen Aed a 2-like
Anoalb|LOC118462647	XP_035784394.1	100	LOC118462647	glutamate receptor ionotropic, kainate 2-like
Anofun|LOC125767971	XP_049290991.1	100	LOC125767971	ornithine decarboxylase 1-like
Anofun|LOC125762924	XP_049281512.1	100	LOC125762924	multidrug resistance-associated protein 1-like
Anoara|LOC120900082	XP_040162595.1	100	LOC120900082	toll-like receptor Tollo
Anofun|LOC125767965	XP_049290985.1	100	LOC125767965	phenoloxidase-activating factor 2-like
Anogam|LOC1281611	XP_061499156.1	100	Ncc69	sodium chloride cotransporter 69
Anogam|LOC4577444	XP_001237421.2	100	LOC4577444	uncharacterized LOC4577444
Anogam|LOC1281433	XP_321344.6	100	LOC1281433	uncharacterized LOC1281433
Anogam|LOC1280199	XP_061512210.1	100	LOC1280199	cytochrome P450 4C1
Anoste|protein8275	XP_035912894.1	100	LOC118512496	uncharacterized LOC118512496
Anoalb|LOC118461477	XP_035782727.1	100	LOC118461477	uncharacterized LOC118461477
Anoalb|LOC118459426	XP_035778664.1	100	LOC118459426	ejaculatory bulb-specific protein 3-like
Anoalb|LOC118464575	XP_035787911.1	100	LOC118464575	uncharacterized LOC118464575
Anogam|LOC4576639	XP_040157499.1	100	LOC120896999	troponin C, isoallergen Bla g 6.0101-like
Anoste|protein10917	XP_035893296.1	100	LOC118503752	SUMO-conjugating enzyme UBC9-B-like
Anoste|protein6472	XP_035909688.1	100	LOC118511093	DDB1- and CUL4-associated factor 10-like
Anoalb|LOC118462246	XP_035784005.1	100	LOC118462246	IWS1-like protein
Anoste|protein140	XP_035891764.1	100	LOC118503035	protein mab-21-like
Anoste|protein455	XP_035896519.1	100	LOC118505175	40S ribosomal protein S14a
Anogam|LOC1272050	XP_061506935.1	100	LOC1272050	irregular chiasm C-roughest protein
Anogam|LOC1271902	XP_040236380.2	100	LOC120957953	E3 ubiquitin-protein ligase makorin-2-like
Anofun|LOC125770526	XP_049296194.1	100	LOC125770526	NADH-ubiquinone oxidoreductase 49 kDa subunit-like
Anofun|LOC125770759	XP_049296678.1	100	LOC125770759	all trans-polyprenyl-diphosphate synthase PDSS1-like
Anoalb|LOC118466237	XP_035791174.1	100	Acf	ATP-dependent chromatin assembly factor large subunit
Anoste|protein559	XP_035907260.1	100	LOC118509960	probable nuclear transport factor 2
Anoste|protein14192	XP_035900880.1	100	LOC118507038	enhancer of rudimentary homolog
Anogam|LOC1272252	XP_061510968.1	100	Nup153	nucleoporin 153
Anoste|protein16694	XP_035895710.1	100	LOC118504813	26S proteasome regulatory subunit 4
Anogam|LOC11175720	XP_061504587.1	100	LOC11175720	chorion peroxidase-like
Anogam|LOC11175974	XP_003435859.2	100	LOC11175974	hornerin
Anogam|LOC11175919	XP_003436455.2	100	LOC11175919	antigen 5 like allergen Cul n 1
Anoste|protein16452	XP_035895434.1	100	LOC118504708	sorbitol dehydrogenase-like
Anoalb|LOC118460186	XP_035780184.1	100	LOC118460186	probable cytochrome P450 313a4
Anoalb|LOC118461928	XP_035783694.1	100	LOC118461928	phospholipase A1 member A-like
Anoste|protein17268	XP_035890599.1	99.6	LOC118502474	uncharacterized LOC118502474
Anoalb|LOC118457890	XP_035775718.1	100	LOC118457890	protein Optix-like
Anoste|protein17959	XP_035890608.1	100	LOC118502484	odorant receptor 22c-like
Anoalb|LOC118457962	XP_035775888.1	100	fabp	fatty acid binding protein
Anofun|LOC125765931	XP_049287423.1	100	LOC125765931	cytochrome P450 4C1-like
Anoste|protein16731	XP_035896989.1	96.4	kkv	hyaluronan synthase-like protein kkv
Anogam|LOC1273519	XP_061502465.1	100	LOC1273519	vertebrate ancient opsin
Anoalb|LOC118458095	XP_035776150.1	100	LOC118458095	flocculation protein FLO11-like
Anoara|LOC120895617	XP_040155053.1	100	LOC120895617	girdin-like
Anogam|LOC1274497	XP_313631.6	100	LOC1274497	synaptic vesicle glycoprotein 2B
Anogam|LOC1269347	XP_307975.6	100	LOC1269347	uncharacterized LOC1269347
Anogam|LOC3292140	XP_040170790.1	100	LOC120904669	hemicentin-1-like
Anofun|LOC125762618	XP_049280904.1	100	LOC125762618	cytochrome b5-related protein-like
Anogam|LOC1277985	XP_317505.3	100	LOC1277985	tudor domain-containing protein 1
Anoalb|LOC118468384	XP_035795037.1	99.6	LOC118468384	uncharacterized LOC118468384
Anoste|protein8599	XP_035908657.1	100	LOC118510649	transcription initiation factor IIB
Anoalb|LOC118468385	XP_035795038.1	100	Smyd4-3	SET and MYND domain containing, class 4, member 3
Anogam|LOC1275614	XP_314878.4	100	LOC1275614	glutamate receptor ionotropic, kainate 5
Anofun|LOC125763036	XP_049281723.1	100	LOC125763036	60S ribosomal protein L10
Anofun|LOC125766052	XP_049287589.1	100	LOC125766052	nascent polypeptide-associated complex subunit alpha, muscle-specific form-like
Anoalb|LOC118456651	XP_035773484.1	100	Pp2A-29B	Protein phosphatase PP2A regulatory subunit A
Anoalb|LOC118456887	XP_035773901.1	100	ry	xanthine dehydrogenase rosy
Anoalb|LOC118457887	XP_035775714.1	100	LOC118457887	37 kDa salivary gland allergen Aed a 2-like
Anoara|LOC120899592	XP_040161542.1	100	LOC120899592	uncharacterized LOC120899592
